inverno,data,orbita,referencia,lavrado2021,lavrado_fora_do_este,este_nao_lavrado,oeste,pomar
2021-22,2022-02-23,147,-8.3232,-11.32,-11.585,-8.7043,-8.2842,-8.7006
2021-22,2022-03-06,125,-8.8759,-10.4522,-10.7337,-10.02,-8.7012,-8.9272
2021-22,2022-03-07,147,-8.8979,-11.4504,-11.7861,-8.5996,-8.8854,-8.9621
2021-22,2022-03-18,125,-8.8462,-10.9415,-11.7142,-8.8307,-8.4009,-8.9647
2021-22,2022-03-19,147,-8.9774,-10.9534,-11.119,-8.5876,-9.0578,-8.9335
2021-22,2022-03-30,125,-9.8752,-11.017,-11.6629,-9.7194,-9.5226,-9.7183
2021-22,2022-03-31,147,-9.0781,-10.2959,-11.0874,-8.8963,-8.9731,-9.0456
2022-23,2022-11-01,125,-4.1911,-6.8071,-6.2926,-5.0399,-3.9895,-4.5192
2022-23,2022-11-02,147,-4.9811,-9.1189,-8.4752,-5.2038,-5.0155,-5.5173
2022-23,2022-11-13,125,-4.2597,-7.8207,-7.5234,-5.0289,-3.9577,-4.618
2022-23,2022-11-14,147,-4.4696,-8.8737,-7.9377,-5.5456,-4.1202,-5.2252
2022-23,2022-11-25,125,-2.9231,-6.1471,-5.9672,-4.1529,-3.1106,-3.8394
2022-23,2022-11-26,147,-5.032,-8.6689,-7.7721,-5.5376,-5.4019,-5.7519
2022-23,2022-12-07,125,-4.3626,-7.057,-6.6175,-4.5861,-4.1979,-4.9354
2022-23,2022-12-08,147,-4.9274,-8.6381,-7.9061,-6.1529,-4.7671,-5.551
2022-23,2022-12-19,125,-5.4059,-8.239,-7.3458,-7.4491,-5.5295,-6.0055
2022-23,2022-12-20,147,-4.473,-7.8618,-6.9859,-5.4608,-4.5044,-5.1329
2022-23,2022-12-31,125,-5.8371,-7.7357,-6.4033,-6.629,-6.202,-6.0564
2022-23,2023-01-01,147,-4.8957,-7.4527,-7.7756,-4.9341,-4.7311,-5.342
2022-23,2023-01-12,125,-5.9709,-8.6209,-8.1517,-7.0611,-6.1211,-6.3866
2022-23,2023-01-13,147,-6.4455,-8.9223,-8.1084,-7.7853,-5.6469,-6.8103
2022-23,2023-01-24,125,-6.997,-8.43,-7.4802,-7.9069,-7.2701,-7.3125
2022-23,2023-01-25,147,-7.1251,-9.5066,-7.9132,-8.0396,-6.9702,-7.3356
2022-23,2023-02-05,125,-7.651,-9.3223,-9.1393,-8.7837,-6.9796,-7.7894
2022-23,2023-02-06,147,-7.597,-9.9027,-10.0118,-7.7602,-7.3657,-7.5474
2022-23,2023-02-17,125,-9.1216,-10.7708,-10.1141,-9.5726,-9.1218,-9.0394
2022-23,2023-02-18,147,-8.1495,-11.395,-12.3829,-8.4059,-8.5991,-8.4028
2022-23,2023-03-01,125,-9.5664,-11.8128,-12.2914,-10.0312,-9.8486,-9.5974
2022-23,2023-03-02,147,-9.1997,-11.0289,-12.3733,-9.5681,-9.0656,-9.2247
2022-23,2023-03-13,125,-7.4716,-8.7971,-8.6284,-7.8201,-7.5532,-7.5749
2022-23,2023-03-14,147,-8.4554,-10.3311,-11.2942,-8.8536,-8.1402,-8.458
2022-23,2023-03-25,125,-9.6367,-8.4699,-9.3991,-8.2822,-9.9054,-8.9183
2022-23,2023-03-26,147,-9.0125,-9.5878,-11.3707,-8.8315,-9.1799,-8.7267
2023-24,2023-11-08,125,-3.9789,-5.8118,-6.4345,-5.2828,-3.5402,-4.2473
2023-24,2023-11-09,147,-4.9018,-7.3481,-8.2412,-6.0768,-5.1353,-5.3274
2023-24,2023-11-21,147,-5.7617,-7.743,-9.1175,-6.5755,-6.3241,-6.2277
2023-24,2023-12-02,125,-4.7719,-7.2072,-8.1488,-5.2371,-4.7689,-5.1738
2023-24,2023-12-03,147,-5.1713,-7.8356,-8.4798,-6.3015,-5.0268,-5.6058
2023-24,2023-12-14,125,-3.63,-5.9635,-6.4032,-5.2537,-4.5945,-4.3554
2023-24,2023-12-15,147,-5.5833,-7.4939,-9.4364,-6.6655,-5.1813,-6.2469
2023-24,2023-12-27,147,-6.1085,-7.7129,-9.6387,-7.0813,-6.6146,-6.7072
2023-24,2024-01-07,125,-5.1643,-6.5076,-6.6778,-6.0657,-5.0136,-5.4894
2023-24,2024-01-08,147,-4.8554,-7.6074,-8.7018,-5.0297,-5.277,-5.4999
2023-24,2024-01-19,125,-5.5871,-5.9985,-4.8398,-6.2872,-5.2818,-5.818
2023-24,2024-01-20,147,-6.5594,-5.9638,-6.0288,-6.204,-6.4796,-6.5357
2023-24,2024-02-12,125,-6.5724,-7.3197,-8.0734,-7.1528,-6.8976,-6.8241
2023-24,2024-02-13,147,-7.533,-7.8872,-9.9481,-6.6917,-7.8036,-7.5059
2023-24,2024-02-24,125,-6.8368,-8.0448,-9.2405,-6.7162,-6.0524,-7.0396
2023-24,2024-02-25,147,-6.5997,-8.3607,-10.4623,-6.3612,-7.0031,-7.0876
2023-24,2024-03-07,125,-7.4694,-8.8364,-9.8588,-7.3123,-6.9344,-7.5345
2023-24,2024-03-08,147,-6.6865,-8.057,-9.2369,-6.9614,-6.776,-6.9718
2023-24,2024-03-19,125,-8.7483,-9.6041,-10.2431,-8.5985,-9.1732,-8.6749
2023-24,2024-03-20,147,-8.1089,-8.6944,-10.7686,-8.0424,-8.6195,-8.2524
2024-25,2024-11-02,125,-4.2657,-7.0113,-7.3669,-5.8578,-4.7857,-4.7676
2024-25,2024-11-03,147,-5.7927,-8.9394,-9.6454,-7.498,-5.6475,-6.0815
2024-25,2024-11-14,125,-5.1776,-7.9517,-8.7137,-7.0111,-5.9301,-5.8907
2024-25,2024-11-15,147,-5.5419,-9.4287,-10.2061,-7.1048,-6.0959,-5.9676
2024-25,2024-11-26,125,-4.7636,-7.2773,-7.0415,-6.3526,-5.301,-5.2864
2024-25,2024-12-08,125,-6.0933,-8.053,-7.176,-7.5818,-5.4589,-6.2249
2024-25,2024-12-09,147,-6.4371,-8.3884,-7.9303,-7.2036,-6.2427,-6.7282
2024-25,2024-12-20,125,-5.6846,-7.8383,-7.2869,-6.8139,-4.7011,-5.8936
2024-25,2024-12-21,147,-6.4067,-7.8424,-8.0645,-7.2647,-6.5565,-6.9593
2024-25,2025-01-01,125,-7.2261,-9.356,-9.285,-8.1977,-7.3917,-7.4497
2024-25,2025-01-02,147,-7.2631,-8.8589,-9.1012,-7.8401,-7.6332,-7.5314
2024-25,2025-01-13,125,-7.2061,-7.8263,-6.7959,-7.7159,-7.657,-7.2234
2024-25,2025-01-14,147,-7.0404,-7.7366,-6.1708,-8.0199,-7.2323,-7.3501
2024-25,2025-01-25,125,-6.2797,-7.2074,-7.681,-6.542,-5.9063,-6.5047
2024-25,2025-01-26,147,-5.2929,-7.1749,-7.0986,-6.0511,-6.0681,-5.7461
2024-25,2025-02-06,125,-8.4181,-9.515,-10.5746,-8.5558,-9.4795,-8.4799
2024-25,2025-02-07,147,-7.5187,-9.7932,-10.7486,-8.0538,-8.1448,-7.6701
2024-25,2025-02-18,125,-8.0016,-8.3349,-8.809,-8.2309,-8.2024,-8.2072
2024-25,2025-02-19,147,-7.838,-9.2978,-10.7843,-7.7716,-8.3781,-8.0017
2024-25,2025-03-02,125,-8.1265,-9.9142,-10.379,-8.934,-8.8744,-8.3069
2024-25,2025-03-03,147,-8.2211,-9.6648,-11.7396,-8.805,-9.2274,-8.4328
2024-25,2025-03-14,125,-8.9704,-9.7284,-10.3458,-9.4308,-9.7653,-8.8977
2024-25,2025-03-15,147,-8.3943,-8.2082,-11.0043,-8.4841,-9.4132,-8.5298
2024-25,2025-03-26,125,-8.8503,-9.3679,-9.3462,-9.5068,-9.0918,-8.8023
2024-25,2025-03-27,147,-8.4369,-7.832,-10.9325,-8.2933,-9.1245,-8.6527
2025-26,2025-11-03,125,-4.9037,-7.2608,-8.0324,-6.864,-6.3408,-5.3903
2025-26,2025-11-04,147,-5.2217,-8.4604,-8.9874,-8.2017,-6.3428,-6.0343
2025-26,2025-11-09,125,-4.8158,-6.877,-7.2681,-6.6762,-6.2731,-5.1859
2025-26,2025-11-10,147,-5.0093,-6.8766,-6.8846,-7.0871,-6.2644,-5.4949
2025-26,2025-11-15,125,-3.2692,-5.7146,-5.3746,-5.0653,-5.1169,-3.758
2025-26,2025-11-16,147,-3.5056,-6.1174,-5.9274,-5.3769,-5.1505,-3.8289
2025-26,2025-11-21,125,-5.211,-7.5401,-7.0739,-6.8099,-7.0108,-5.5
2025-26,2025-11-22,147,-5.8017,-8.2785,-8.0248,-8.6858,-7.0182,-6.3661
2025-26,2025-11-28,147,-5.4463,-7.4502,-6.179,-7.7824,-7.2671,-6.0048
2025-26,2025-12-03,125,-4.5514,-6.372,-5.9082,-5.8435,-6.9538,-4.9623
2025-26,2025-12-04,147,-5.2783,-6.8056,-5.3332,-6.3717,-6.8254,-5.5774
2025-26,2025-12-09,125,-4.7758,-5.8468,-5.3477,-6.1127,-6.077,-4.8893
2025-26,2025-12-10,147,-5.2481,-6.3405,-5.1999,-5.7757,-6.744,-5.6249
2025-26,2025-12-15,125,-5.4409,-6.8086,-6.7323,-6.4272,-7.1601,-5.5122
2025-26,2025-12-16,147,-5.6943,-6.6231,-5.5436,-6.2727,-6.3405,-5.875
2025-26,2025-12-21,125,-4.2412,-5.8718,-5.5036,-5.1177,-5.9391,-4.5475
2025-26,2025-12-22,147,-4.7404,-6.7152,-5.2201,-5.5983,-5.9942,-5.0685
2025-26,2025-12-27,125,-5.8223,-7.7388,-7.9247,-6.9698,-6.3653,-6.226
2025-26,2025-12-28,147,-5.6512,-7.293,-6.007,-6.4688,-6.5518,-6.1093
2025-26,2026-01-03,147,-5.5487,-7.4005,-6.3352,-6.1202,-7.0672,-6.0518
2025-26,2026-01-08,125,-6.2906,-7.4343,-7.3058,-6.7349,-7.2851,-6.4322
2025-26,2026-01-09,147,-5.4377,-5.8325,-5.1096,-5.3397,-6.3654,-5.6161
2025-26,2026-01-14,125,-5.6196,-6.9088,-6.8766,-5.9729,-6.6673,-5.5358
2025-26,2026-01-15,147,-5.5886,-6.3895,-5.148,-5.9005,-6.0611,-5.7421
2025-26,2026-01-20,125,-6.0464,-6.9532,-6.9557,-6.384,-7.1262,-5.8761
2025-26,2026-01-21,147,-4.6624,-6.2571,-5.6202,-4.7603,-6.0478,-4.8745
2025-26,2026-01-26,125,-4.9591,-5.9972,-5.5187,-4.9697,-5.9259,-4.9153
2025-26,2026-01-27,147,-5.3895,-5.9378,-6.2109,-5.7935,-6.0885,-5.5534
2025-26,2026-02-02,147,-5.3263,-5.9623,-5.8566,-5.4079,-5.4552,-5.3933
2025-26,2026-02-07,125,-5.5105,-6.6254,-7.017,-5.3539,-5.7022,-5.4169
2025-26,2026-02-08,147,-6.1613,-7.2091,-6.8283,-6.1044,-6.6973,-6.0032
2025-26,2026-02-13,125,-5.116,-6.7201,-6.4427,-5.5865,-6.1842,-5.2853
2025-26,2026-02-14,147,-6.0085,-6.9185,-6.429,-6.0547,-6.5036,-5.9924
2025-26,2026-02-19,125,-6.0766,-7.2777,-7.222,-5.9347,-6.4867,-5.9462
2025-26,2026-02-20,147,-5.7796,-7.3025,-7.5066,-5.7945,-7.127,-6.1472
2025-26,2026-02-25,125,-6.0032,-6.7688,-6.6332,-6.4663,-7.2339,-6.1747
2025-26,2026-02-26,147,-6.2162,-7.5003,-7.1851,-7.3584,-7.3586,-6.4824
2025-26,2026-03-03,125,-6.6854,-7.5387,-7.0051,-6.4188,-7.831,-6.7042
2025-26,2026-03-04,147,-6.453,-7.3878,-7.8233,-7.3239,-7.5621,-6.7193
2025-26,2026-03-09,125,-5.6724,-7.2861,-6.9798,-5.8019,-7.2201,-5.9982
2025-26,2026-03-10,147,-6.9353,-7.5181,-8.6916,-7.0075,-7.7225,-6.948
2025-26,2026-03-15,125,-6.3054,-8.2841,-9.0456,-6.563,-7.4105,-6.5587
2025-26,2026-03-16,147,-6.903,-8.7626,-10.3642,-7.2831,-7.6716,-7.2381
2025-26,2026-03-21,125,-7.2001,-8.7132,-8.2769,-7.7055,-8.224,-7.3693
2025-26,2026-03-22,147,-7.7762,-8.6701,-10.666,-7.8038,-8.8292,-7.8493
2025-26,2026-03-27,125,-8.7428,-10.0136,-11.5073,-9.0538,-10.3662,-8.9206
2025-26,2026-03-28,147,-8.862,-9.6264,-11.8649,-8.8991,-10.0224,-9.125
